voltage,current,power,temperature,cooler_status,timestamp
220.6,1.67,368.4,26.26,True,2025-06-01 01:39:00
219.88,1.91,419.97,24.08,False,2025-06-01 01:40:00
220.05,1.81,398.29,24.53,False,2025-06-01 01:41:00
219.92,1.68,369.47,24.39,False,2025-06-01 01:42:00
219.54,1.66,364.44,24.65,False,2025-06-01 01:43:00
219.6,1.5,329.4,24.92,False,2025-06-01 01:44:00
220.22,1.76,387.59,24.95,False,2025-06-01 01:45:00
219.04,1.76,385.51,24.78,False,2025-06-01 01:46:00
217.72,1.85,402.78,24.54,False,2025-06-01 01:47:00
220.09,1.64,360.95,24.08,False,2025-06-01 01:48:00
220.07,1.71,376.32,24.71,False,2025-06-01 01:49:00
219.18,1.77,387.95,24.31,False,2025-06-01 01:50:00
219.32,1.88,412.32,24.13,False,2025-06-01 01:51:00
220.42,1.95,429.82,24.23,False,2025-06-01 01:52:00
219.26,1.86,407.82,24.32,False,2025-06-01 01:53:00
220.53,1.86,410.19,24.95,False,2025-06-01 01:54:00
216.88,1.64,355.68,26.33,True,2025-06-01 01:55:00
220.91,1.73,382.17,24.81,False,2025-06-01 01:56:00
221.31,1.97,435.98,26.25,True,2025-06-01 01:57:00
216.68,1.91,413.86,24.27,False,2025-06-01 01:58:00
220.5,1.7,374.85,24.48,False,2025-06-01 01:59:00
220.53,1.66,366.08,24.5,False,2025-06-01 02:00:00
219.47,1.59,348.96,24.0,False,2025-06-01 02:01:00
217.92,1.68,366.11,26.79,True,2025-06-01 02:02:00
219.16,1.58,346.27,24.93,False,2025-06-01 02:03:00
220.27,1.59,350.23,25.57,True,2025-06-01 02:04:00
219.4,1.82,399.31,24.55,False,2025-06-01 02:05:00
220.38,1.89,416.52,24.82,False,2025-06-01 02:06:00
220.28,1.7,374.48,24.29,False,2025-06-01 02:07:00
219.07,1.8,394.33,24.18,False,2025-06-01 02:08:00
221.02,1.91,422.15,26.58,True,2025-06-01 02:09:00
220.4,1.81,398.92,24.5,False,2025-06-01 02:10:00
220.08,1.53,336.72,24.23,False,2025-06-01 02:11:00
219.7,1.96,430.61,24.91,False,2025-06-01 02:12:00
220.34,1.7,374.58,24.73,False,2025-06-01 02:13:00
219.2,1.97,431.82,24.12,False,2025-06-01 02:14:00
217.67,1.96,426.63,24.62,False,2025-06-01 02:15:00
219.98,1.6,351.97,24.36,False,2025-06-01 02:16:00
219.24,1.89,414.36,24.82,False,2025-06-01 02:17:00
219.3,1.86,407.9,24.57,False,2025-06-01 02:18:00
219.78,1.72,378.02,24.79,False,2025-06-01 02:19:00
220.16,1.55,341.25,24.17,False,2025-06-01 02:20:00
220.57,1.72,379.38,24.37,False,2025-06-01 02:21:00
219.15,1.78,390.09,22.63,False,2025-06-01 02:22:00
220.03,1.66,365.25,23.75,False,2025-06-01 02:23:00
220.35,1.52,334.93,24.45,False,2025-06-01 02:24:00
219.67,1.7,373.44,24.47,False,2025-06-01 02:25:00
217.93,1.78,387.92,24.18,False,2025-06-01 02:26:00
218.19,1.67,364.38,24.7,False,2025-06-01 02:27:00
220.18,1.85,407.33,24.75,False,2025-06-01 02:28:00
220.89,1.5,331.33,24.15,False,2025-06-01 02:29:00
219.77,1.75,384.6,24.14,False,2025-06-01 02:30:00
219.78,1.98,435.16,24.44,False,2025-06-01 02:31:00
220.63,1.9,419.2,24.71,False,2025-06-01 02:32:00
220.88,1.65,364.45,24.09,False,2025-06-01 02:33:00
220.19,1.84,405.15,24.03,False,2025-06-01 02:34:00
220.35,1.51,332.73,26.7,True,2025-06-01 02:35:00
220.36,1.67,368.0,24.33,False,2025-06-01 02:36:00
220.29,1.6,352.46,24.09,False,2025-06-01 02:37:00
219.0,1.86,407.34,24.59,False,2025-06-01 02:38:00
221.89,1.77,392.75,24.66,False,2025-06-01 02:39:00
217.58,1.79,389.47,24.99,False,2025-06-01 02:40:00
220.79,1.64,362.1,23.79,False,2025-06-01 02:41:00
220.19,1.89,416.16,24.21,False,2025-06-01 02:42:00
220.48,1.5,330.72,22.63,False,2025-06-01 02:43:00
219.23,1.69,370.5,24.83,False,2025-06-01 02:44:00
219.92,1.94,426.64,24.88,False,2025-06-01 02:45:00
219.66,1.99,437.12,24.02,False,2025-06-01 02:46:00
220.84,1.69,373.22,24.82,False,2025-06-01 02:47:00
219.75,1.67,366.98,24.38,False,2025-06-01 02:48:00
220.71,1.59,350.93,24.78,False,2025-06-01 02:49:00
220.19,1.9,418.36,24.67,False,2025-06-01 02:50:00
220.64,1.62,357.44,24.99,False,2025-06-01 02:51:00
220.06,1.86,409.31,24.92,False,2025-06-01 02:52:00
219.0,1.72,376.68,26.52,True,2025-06-01 02:53:00
221.01,1.93,426.55,24.24,False,2025-06-01 02:54:00
219.31,1.96,429.85,24.28,False,2025-06-01 02:55:00
220.13,1.68,369.82,24.87,False,2025-06-01 02:56:00
219.32,1.97,432.06,25.03,True,2025-06-01 02:57:00
219.26,1.94,425.36,24.23,False,2025-06-01 02:58:00
219.01,1.98,433.64,24.44,False,2025-06-01 02:59:00
217.16,1.64,356.14,24.91,False,2025-06-01 03:00:00
221.0,1.84,406.64,24.17,False,2025-06-01 03:01:00
220.56,1.91,421.27,24.67,False,2025-06-01 03:02:00
219.66,1.81,397.58,24.86,False,2025-06-01 03:03:00
219.78,1.97,432.97,24.43,False,2025-06-01 03:04:00
220.06,1.65,363.1,24.58,False,2025-06-01 03:05:00
220.21,1.6,352.34,24.1,False,2025-06-01 03:06:00
221.42,1.95,431.77,24.85,False,2025-06-01 03:07:00
220.28,1.61,354.65,24.98,False,2025-06-01 03:08:00
220.37,1.65,363.61,24.7,False,2025-06-01 03:09:00
219.8,1.63,358.27,24.83,False,2025-06-01 03:10:00
217.47,1.69,367.52,24.08,False,2025-06-01 03:11:00
220.51,1.74,383.69,24.33,False,2025-06-01 03:12:00
219.19,1.61,352.9,24.75,False,2025-06-01 03:13:00
219.33,1.52,333.38,24.44,False,2025-06-01 03:14:00
220.67,1.53,337.63,24.65,False,2025-06-01 03:15:00
220.0,1.8,396.0,24.5,False,2025-06-01 03:16:00
220.67,1.72,379.55,24.15,False,2025-06-01 03:17:00
219.82,1.55,340.72,24.29,False,2025-06-01 03:18:00
220.47,1.55,341.73,24.01,False,2025-06-01 03:19:00
219.78,1.79,393.41,22.2,False,2025-06-01 03:20:00
220.65,1.83,403.79,24.47,False,2025-06-01 03:21:00
219.62,1.93,423.87,24.07,False,2025-06-01 03:22:00
217.01,1.53,332.03,24.21,False,2025-06-01 03:23:00
219.73,1.63,358.16,24.82,False,2025-06-01 03:24:00
220.52,1.61,355.04,24.07,False,2025-06-01 03:25:00
221.3,1.67,369.57,24.7,False,2025-06-01 03:26:00
220.32,1.59,350.31,24.43,False,2025-06-01 03:27:00
219.37,1.53,335.64,24.79,False,2025-06-01 03:28:00
219.73,2.0,439.46,24.86,False,2025-06-01 03:29:00
220.25,1.87,411.87,24.64,False,2025-06-01 03:30:00
219.31,1.65,361.86,24.57,False,2025-06-01 03:31:00
219.36,1.87,410.2,24.67,False,2025-06-01 03:32:00
220.02,1.65,363.03,23.39,False,2025-06-01 03:33:00
219.94,1.7,373.9,24.02,False,2025-06-01 03:34:00
219.49,1.61,353.38,24.5,False,2025-06-01 03:35:00
219.79,1.74,382.43,24.73,False,2025-06-01 03:36:00
219.23,1.57,344.19,24.13,False,2025-06-01 03:37:00
219.21,1.87,409.92,24.74,False,2025-06-01 03:38:00
220.82,1.87,412.93,24.83,False,2025-06-01 03:39:00
219.2,1.55,339.76,24.37,False,2025-06-01 03:40:00
219.52,1.83,401.72,25.0,False,2025-06-01 03:41:00
219.12,1.83,400.99,24.29,False,2025-06-01 03:42:00
219.28,1.63,357.43,24.17,False,2025-06-01 03:43:00
219.44,1.77,388.41,24.83,False,2025-06-01 03:44:00
220.81,1.67,368.75,24.98,False,2025-06-01 03:45:00
219.13,1.77,387.86,24.64,False,2025-06-01 03:46:00
220.75,1.8,397.35,24.7,False,2025-06-01 03:47:00
220.28,1.84,405.32,24.94,False,2025-06-01 03:48:00
219.27,1.9,416.61,24.62,False,2025-06-01 03:49:00
219.4,1.5,329.1,24.36,False,2025-06-01 03:50:00
220.15,1.98,435.9,24.42,False,2025-06-01 03:51:00
220.77,1.5,331.16,24.72,False,2025-06-01 03:52:00
220.72,1.96,432.61,22.6,False,2025-06-01 03:53:00
219.24,1.83,401.21,24.16,False,2025-06-01 03:54:00
219.76,1.71,375.79,24.01,False,2025-06-01 03:55:00
220.09,1.72,378.55,24.07,False,2025-06-01 03:56:00
220.83,1.76,388.66,25.34,True,2025-06-01 03:57:00
219.9,1.91,420.01,24.87,False,2025-06-01 03:58:00
217.32,1.84,399.87,24.91,False,2025-06-01 03:59:00
219.12,1.93,422.9,24.37,False,2025-06-01 04:00:00
219.59,1.64,360.13,24.02,False,2025-06-01 04:01:00
219.13,1.5,328.69,24.86,False,2025-06-01 04:02:00
220.59,1.51,333.09,24.1,False,2025-06-01 04:03:00
220.54,1.57,346.25,22.39,False,2025-06-01 04:04:00
219.15,1.58,346.26,24.36,False,2025-06-01 04:05:00
220.65,1.79,394.96,24.34,False,2025-06-01 04:06:00
219.42,1.91,419.09,26.01,True,2025-06-01 04:07:00
219.56,1.64,360.08,24.14,False,2025-06-01 04:08:00
216.71,1.85,400.91,24.72,False,2025-06-01 04:09:00
219.6,1.71,375.52,24.71,False,2025-06-01 04:10:00
220.66,1.92,423.67,24.19,False,2025-06-01 04:11:00
220.44,1.57,346.09,24.18,False,2025-06-01 04:12:00
220.86,1.56,344.54,24.7,False,2025-06-01 04:13:00
219.43,1.98,434.47,24.13,False,2025-06-01 04:14:00
220.21,1.55,341.33,22.77,False,2025-06-01 04:15:00
220.44,1.97,434.27,24.38,False,2025-06-01 04:16:00
220.47,1.81,399.05,24.04,False,2025-06-01 04:17:00
219.93,1.51,332.09,24.15,False,2025-06-01 04:18:00
220.86,1.93,426.26,24.85,False,2025-06-01 04:19:00
220.9,1.65,364.49,24.24,False,2025-06-01 04:20:00
222.28,1.83,406.77,24.75,False,2025-06-01 04:21:00
220.86,1.93,426.26,24.02,False,2025-06-01 04:22:00
219.57,1.87,410.6,24.76,False,2025-06-01 04:23:00
219.77,1.82,399.98,24.73,False,2025-06-01 04:24:00
220.87,1.71,377.69,24.02,False,2025-06-01 04:25:00
219.6,1.94,426.02,24.14,False,2025-06-01 04:26:00
219.87,1.77,389.17,24.1,False,2025-06-01 04:27:00
219.64,1.87,410.73,24.08,False,2025-06-01 04:28:00
219.46,1.52,333.58,24.13,False,2025-06-01 04:29:00
219.57,1.74,382.05,24.42,False,2025-06-01 04:30:00
221.12,1.63,360.43,24.07,False,2025-06-01 04:31:00
220.51,1.64,361.64,24.66,False,2025-06-01 04:32:00
219.37,1.88,412.42,24.39,False,2025-06-01 04:33:00
220.01,1.54,338.82,22.26,False,2025-06-01 04:34:00
222.53,1.98,440.61,24.62,False,2025-06-01 04:35:00
219.03,1.91,418.35,24.34,False,2025-06-01 04:36:00
219.01,1.9,416.12,24.08,False,2025-06-01 04:37:00
219.32,1.9,416.71,24.42,False,2025-06-01 04:38:00
219.37,1.53,335.64,24.76,False,2025-06-01 04:39:00
220.15,1.62,356.64,24.0,False,2025-06-01 04:40:00
220.12,1.79,394.01,24.42,False,2025-06-01 04:41:00
219.07,1.67,365.85,24.84,False,2025-06-01 04:42:00
219.97,1.93,424.54,24.7,False,2025-06-01 04:43:00
219.28,1.95,427.6,24.67,False,2025-06-01 04:44:00
218.06,1.89,412.13,25.81,True,2025-06-01 04:45:00
220.59,1.6,352.94,24.4,False,2025-06-01 04:46:00
220.15,1.72,378.66,24.81,False,2025-06-01 04:47:00
220.66,2.0,441.32,24.1,False,2025-06-01 04:48:00
217.61,1.55,337.3,24.46,False,2025-06-01 04:49:00
220.95,1.94,428.64,24.52,False,2025-06-01 04:50:00
220.24,1.62,356.79,24.61,False,2025-06-01 04:51:00
220.56,1.82,401.42,24.91,False,2025-06-01 04:52:00
219.96,1.67,367.33,25.89,True,2025-06-01 04:53:00
220.48,1.88,414.5,24.97,False,2025-06-01 04:54:00
220.71,1.71,377.41,24.86,False,2025-06-01 04:55:00
220.37,1.74,383.44,24.92,False,2025-06-01 04:56:00
220.99,1.99,439.77,24.91,False,2025-06-01 04:57:00
219.49,1.76,386.3,24.2,False,2025-06-01 04:58:00
220.59,1.61,355.15,24.95,False,2025-06-01 04:59:00
220.2,1.9,418.38,24.27,False,2025-06-01 05:00:00
220.29,1.62,356.87,24.23,False,2025-06-01 05:01:00
220.46,1.77,390.21,23.79,False,2025-06-01 05:02:00
220.12,1.75,385.21,24.53,False,2025-06-01 05:03:00
220.14,1.81,398.45,24.93,False,2025-06-01 05:04:00
219.93,1.59,349.69,24.87,False,2025-06-01 05:05:00
219.6,1.79,393.08,24.6,False,2025-06-01 05:06:00
220.25,1.97,433.89,24.02,False,2025-06-01 05:07:00
219.62,1.93,423.87,24.91,False,2025-06-01 05:08:00
220.79,1.96,432.75,23.32,False,2025-06-01 05:09:00
219.88,1.98,435.36,24.4,False,2025-06-01 05:10:00
219.28,1.85,405.67,24.07,False,2025-06-01 05:11:00
221.24,1.85,409.29,24.86,False,2025-06-01 05:12:00
219.18,1.95,427.4,24.8,False,2025-06-01 05:13:00
219.4,1.56,342.26,24.92,False,2025-06-01 05:14:00
220.59,1.79,394.86,24.41,False,2025-06-01 05:15:00
220.12,1.84,405.02,24.3,False,2025-06-01 05:16:00
220.1,1.53,336.75,24.91,False,2025-06-01 05:17:00
219.6,1.87,410.65,24.74,False,2025-06-01 05:18:00
219.48,1.51,331.41,24.6,False,2025-06-01 05:19:00
220.26,1.76,387.66,24.77,False,2025-06-01 05:20:00
220.26,1.57,345.81,24.57,False,2025-06-01 05:21:00
220.15,1.82,400.67,24.58,False,2025-06-01 05:22:00
220.94,1.53,338.04,24.52,False,2025-06-01 05:23:00
220.49,1.99,438.78,24.53,False,2025-06-01 05:24:00
220.02,1.91,420.24,24.22,False,2025-06-01 05:25:00
219.83,1.6,351.73,24.93,False,2025-06-01 05:26:00
219.54,1.59,349.07,24.96,False,2025-06-01 05:27:00
220.43,1.6,352.69,24.68,False,2025-06-01 05:28:00
220.75,1.58,348.79,24.36,False,2025-06-01 05:29:00
219.48,1.55,340.19,24.69,False,2025-06-01 05:30:00
219.87,1.82,400.16,24.18,False,2025-06-01 05:31:00
219.39,1.99,436.59,25.92,True,2025-06-01 05:32:00
219.12,1.89,414.14,24.31,False,2025-06-01 05:33:00
220.99,1.64,362.42,24.8,False,2025-06-01 05:34:00
220.18,1.8,396.32,24.29,False,2025-06-01 05:35:00
219.72,1.97,432.85,24.75,False,2025-06-01 05:36:00
220.74,1.99,439.27,24.54,False,2025-06-01 05:37:00
220.4,1.7,374.68,24.1,False,2025-06-01 05:38:00
220.14,1.62,356.63,24.3,False,2025-06-01 05:39:00
219.39,1.52,333.47,24.45,False,2025-06-01 05:40:00
219.3,1.75,383.78,24.4,False,2025-06-01 05:41:00
220.93,1.82,402.09,24.9,False,2025-06-01 05:42:00
220.26,1.53,337.0,24.87,False,2025-06-01 05:43:00
220.86,1.66,366.63,24.73,False,2025-06-01 05:44:00
220.15,1.78,391.87,24.03,False,2025-06-01 05:45:00
220.18,1.82,400.73,24.09,False,2025-06-01 05:46:00
220.0,1.94,426.8,24.4,False,2025-06-01 05:47:00
220.89,1.98,437.36,24.0,False,2025-06-01 05:48:00
219.52,1.66,364.4,24.9,False,2025-06-01 05:49:00
219.42,1.66,364.24,24.15,False,2025-06-01 05:50:00
220.3,1.71,376.71,24.38,False,2025-06-01 05:51:00
220.48,1.55,341.74,24.49,False,2025-06-01 05:52:00
220.56,1.98,436.71,24.4,False,2025-06-01 05:53:00
220.21,1.88,413.99,24.31,False,2025-06-01 05:54:00
216.07,1.77,382.44,24.91,False,2025-06-01 05:55:00
219.08,1.91,418.44,24.14,False,2025-06-01 05:56:00
219.61,1.72,377.73,23.84,False,2025-06-01 05:57:00
219.3,1.54,337.72,24.61,False,2025-06-01 05:58:00
219.37,1.52,333.44,24.91,False,2025-06-01 05:59:00
219.23,1.56,342.0,24.56,False,2025-06-01 06:00:00
221.1,1.56,344.92,24.52,False,2025-06-01 06:01:00
219.99,1.53,336.58,24.98,False,2025-06-01 06:02:00
220.55,1.76,388.17,24.71,False,2025-06-01 06:03:00
219.81,1.82,400.05,24.12,False,2025-06-01 06:04:00
220.95,1.67,368.99,24.59,False,2025-06-01 06:05:00
219.36,1.85,405.82,25.72,True,2025-06-01 06:06:00
220.9,1.69,373.32,25.86,True,2025-06-01 06:07:00
220.0,1.59,349.8,23.7,False,2025-06-01 06:08:00
219.91,1.71,376.05,24.85,False,2025-06-01 06:09:00
220.52,1.71,377.09,24.28,False,2025-06-01 06:10:00
219.27,1.75,383.72,24.37,False,2025-06-01 06:11:00
220.24,1.71,376.61,24.23,False,2025-06-01 06:12:00
221.46,1.95,431.85,24.22,False,2025-06-01 06:13:00
219.83,1.98,435.26,24.02,False,2025-06-01 06:14:00
219.48,1.7,373.12,24.69,False,2025-06-01 06:15:00
219.0,1.52,332.88,24.65,False,2025-06-01 06:16:00
220.15,1.59,350.04,24.41,False,2025-06-01 06:17:00
219.75,1.99,437.3,24.08,False,2025-06-01 06:18:00
220.26,1.72,378.85,24.4,False,2025-06-01 06:19:00
220.71,1.91,421.56,23.6,False,2025-06-01 06:20:00
220.11,1.55,341.17,24.6,False,2025-06-01 06:21:00
219.71,1.7,373.51,24.02,False,2025-06-01 06:22:00
219.62,1.9,417.28,24.93,False,2025-06-01 06:23:00
220.46,1.58,348.33,24.14,False,2025-06-01 06:24:00
220.13,1.83,402.84,24.19,False,2025-06-01 06:25:00
219.27,1.6,350.83,24.61,False,2025-06-01 06:26:00
219.61,1.92,421.65,24.71,False,2025-06-01 06:27:00
219.42,1.87,410.32,24.78,False,2025-06-01 06:28:00
219.91,1.88,413.43,24.71,False,2025-06-01 06:29:00
220.26,1.77,389.86,22.87,False,2025-06-01 06:30:00
220.8,1.6,353.28,24.48,False,2025-06-01 06:31:00
219.32,1.58,346.53,24.03,False,2025-06-01 06:32:00
219.24,1.97,431.9,24.04,False,2025-06-01 06:33:00
220.81,1.69,373.17,24.56,False,2025-06-01 06:34:00
219.32,1.96,429.87,24.87,False,2025-06-01 06:35:00
219.05,1.95,427.15,24.16,False,2025-06-01 06:36:00
219.54,1.61,353.46,24.5,False,2025-06-01 06:37:00
219.65,1.67,366.82,24.41,False,2025-06-01 06:38:00
220.43,1.9,418.82,24.04,False,2025-06-01 06:39:00
220.86,1.58,348.96,24.43,False,2025-06-01 06:40:00
222.46,1.55,344.81,24.14,False,2025-06-01 06:41:00
220.45,1.74,383.58,24.21,False,2025-06-01 06:42:00
219.37,1.71,375.12,24.78,False,2025-06-01 06:43:00
220.39,1.62,357.03,22.94,False,2025-06-01 06:44:00
219.28,1.7,372.78,24.29,False,2025-06-01 06:45:00
219.12,1.52,333.06,24.35,False,2025-06-01 06:46:00
220.82,1.67,368.77,24.21,False,2025-06-01 06:47:00
219.2,1.89,414.29,24.36,False,2025-06-01 06:48:00
220.41,1.76,387.92,24.54,False,2025-06-01 06:49:00
219.18,1.63,357.26,24.82,False,2025-06-01 06:50:00
221.65,1.55,343.56,24.74,False,2025-06-01 06:51:00
220.02,1.85,407.04,25.0,False,2025-06-01 06:52:00
219.51,1.64,360.0,24.23,False,2025-06-01 06:53:00
221.57,1.54,341.22,24.97,False,2025-06-01 06:54:00
220.4,1.51,332.8,24.77,False,2025-06-01 06:55:00
220.69,1.9,419.31,24.96,False,2025-06-01 06:56:00
220.65,1.84,406.0,24.13,False,2025-06-01 06:57:00
220.07,1.96,431.34,24.14,False,2025-06-01 06:58:00
220.78,1.67,368.7,24.66,False,2025-06-01 06:59:00
220.05,1.66,365.28,24.9,False,2025-06-01 07:00:00
219.91,1.5,329.87,24.79,False,2025-06-01 07:01:00
217.2,1.65,358.38,22.38,False,2025-06-01 07:02:00
219.94,1.61,354.1,24.64,False,2025-06-01 07:03:00
220.19,1.82,400.75,24.28,False,2025-06-01 07:04:00
220.65,1.62,357.45,24.2,False,2025-06-01 07:05:00
220.03,1.76,387.25,24.26,False,2025-06-01 07:06:00
219.86,1.57,345.18,24.1,False,2025-06-01 07:07:00
220.13,1.76,387.43,24.4,False,2025-06-01 07:08:00
219.51,1.94,425.85,24.59,False,2025-06-01 07:09:00
220.11,1.57,345.57,24.01,False,2025-06-01 07:10:00
220.47,1.72,379.21,24.87,False,2025-06-01 07:11:00
220.86,1.83,404.17,24.2,False,2025-06-01 07:12:00
220.67,1.87,412.65,24.02,False,2025-06-01 07:13:00
219.32,1.82,399.16,24.77,False,2025-06-01 07:14:00
219.38,1.59,348.81,24.48,False,2025-06-01 07:15:00
220.38,1.69,372.44,24.22,False,2025-06-01 07:16:00
220.62,1.96,432.42,24.88,False,2025-06-01 07:17:00
220.82,1.59,351.1,24.98,False,2025-06-01 07:18:00
220.59,1.64,361.77,25.83,True,2025-06-01 07:19:00
220.03,1.54,338.85,24.09,False,2025-06-01 07:20:00
219.15,1.65,361.6,24.29,False,2025-06-01 07:21:00
219.82,1.72,378.09,24.56,False,2025-06-01 07:22:00
220.08,1.95,429.16,24.2,False,2025-06-01 07:23:00
219.83,1.6,351.73,24.81,False,2025-06-01 07:24:00
219.12,1.85,405.37,25.0,False,2025-06-01 07:25:00
220.79,1.58,348.85,24.59,False,2025-06-01 07:26:00
219.58,1.57,344.74,24.69,False,2025-06-01 07:27:00
220.2,1.95,429.39,24.33,False,2025-06-01 07:28:00
219.67,1.6,351.47,24.85,False,2025-06-01 07:29:00
